;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Cred. Aprob.;Código Carrera Nacional;Año Proceso;Sexo;Grupo Dependencia;Domicilio Región;Preferencia;Selección;Tipo Selección;Puntaje Ponderado;Puntaje Matemáticas;Puntaje Ranking;Puntaje NEM;Puntaje Lenguaje;Puntaje Ciencias
0;13068;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;4;RATIFICADO;1ER. LLAMADO;635;677;689;641;516;586
0;13062;2013;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DE LA ARAUCANIA;2;RATIFICADO;1ER. LLAMADO;602,25;592;642;599;622;590
0;13068;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;628,05;627;702;702;568;568
0;13064;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;570,6;576;573;558;594;542
0;13075;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;662,75;685;641;641;655;640
0;13068;2013;FEMENINO;MUNICIPAL;REGION DE COQUIMBO;2;RATIFICADO;1ER. LLAMADO;622,75;573;850;702;600;564
0;13068;2013;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;637,35;609;720;661;685;596
0;13069;2013;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;671,5;648;817;702;655;631
0;13062;2013;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;620,6;613;755;723;611;461
0;13071;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;621,1;627;733;682;537;552
0;13062;2013;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;620,95;640;616;599;662;548
0;13063;2013;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;6;RATIFICADO;1ER. LLAMADO;599,8;600;694;661;568;507
0;13070;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;684,9;746;729;661;579;602
0;13063;2013;MASCULINO;MUNICIPAL;REGION DE LA ARAUCANIA;4;RATIFICADO;1ER. LLAMADO;580,65;600;564;558;589;548
0;13068;2013;MASCULINO;MUNICIPAL;REGION METROPOLITANA DE SANTIAGO;2;RATIFICADO;1ER. LLAMADO;622,25;644;599;599;616;602
0;13073;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;638,65;609;799;744;579;575
0;13073;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL MAULE;1;RATIFICADO;1ER. LLAMADO;611,4;609;687;661;558;572
0;13070;2013;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;660,25;600;805;805;685;575
0;13071;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;633,3;634;717;641;622;579
0;13068;2013;MASCULINO;MUNICIPAL;REGION DE ANTOFAGASTA;2;RATIFICADO;1ER. LLAMADO;631,65;606;699;641;635;651
0;13066;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DE LA ARAUCANIA;2;RATIFICADO;1ER. LLAMADO;665,65;663;733;682;655;623
0;13068;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;629,65;627;733;682;589;557
0;13102;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;703,65;738;693;682;678;655
0;13064;2013;FEMENINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;577,2;561;744;702;506;461
0;13063;2013;FEMENINO;DESCONOCIDO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;579,35;600;638;620;510;507
0;13063;2014;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;619,3;589;678;661;558;608
0;13068;2014;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;5;RATIFICADO;1ER. LLAMADO;636,05;611;647;620;725;587
0;13068;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;665,65;611;779;602;685;640
0;13102;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;688;701;694;678;685;647
0;13072;2014;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;673,25;648;757;703;639;559
0;13068;2014;FEMENINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;614,15;589;664;637;601;563
0;13064;2014;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;573,25;597;558;558;560;571
0;13068;2014;MASCULINO;DESCONOCIDO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;613,6;601;676;641;576;517
0;13068;2014;FEMENINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;617,55;560;710;694;549;576
0;13074;2014;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;675,6;663;690;657;694;684
0;13064;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;6;RATIFICADO;1ER. LLAMADO;600,15;656;585;581;531;575
0;13062;2014;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;615,8;560;741;684;565;472
0;13068;2014;FEMENINO;MUNICIPAL;REGION DEL MAULE;2;RATIFICADO;1ER. LLAMADO;655,3;596;850;683;527;527
0;13062;2014;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DE LA ARAUCANIA;1;RATIFICADO;1ER. LLAMADO;603,95;592;622;593;622;590
0;13068;2014;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DE LOS LAGOS;3;RATIFICADO;1ER. LLAMADO;666,2;620;778;708;606;576
0;13068;2014;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;4;RATIFICADO;1ER. LLAMADO;626,8;624;624;614;678;586
0;13102;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;680,65;663;716;692;704;602
0;13070;2014;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;702,9;600;850;801;685;575
0;13062;2014;MASCULINO;MUNICIPAL;REGION DE LOS LAGOS;1;RATIFICADO;1ER. LLAMADO;631,35;634;653;637;613;587
0;13070;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;3;RATIFICADO;1ER. LLAMADO;653,15;701;633;626;613;637
0;13062;2014;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DE LOS RIOS;2;RATIFICADO;1ER. LLAMADO;614,25;535;729;684;589;538
0;13062;2014;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;665,2;603;781;734;616;564
0;13075;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;663,35;614;792;707;576;580
0;13064;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DE LOS LAGOS;1;RATIFICADO;1ER. LLAMADO;594,6;545;730;625;464;580
0;13068;2014;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;636,65;568;772;719;582;497
0;13068;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;616,75;620;591;591;705;576
0;13062;2014;FEMENINO;DESCONOCIDO;REGION DEL BIOBIO;4;RATIFICADO;1ER. LLAMADO;591,6;553;661;631;543;567
0;13064;2014;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;584,2;573;622;610;573;507
0;13063;2014;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;630;589;696;680;613;559
0;13068;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DE LA ARAUCANIA;4;RATIFICADO;1ER. LLAMADO;626,6;663;593;593;589;690
0;13068;2014;FEMENINO;PARTICULAR SUBVENCIONADO;REGION METROPOLITANA DE SANTIAGO;3;RATIFICADO;1ER. LLAMADO;640,3;634;704;637;613;549
0;13064;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL MAULE;1;RATIFICADO;1ER. LLAMADO;594,05;520;691;607;613;563
0;13102;2014;FEMENINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;691,25;681;801;729;554;602
0;13068;2014;FEMENINO;DESCONOCIDO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;653,75;597;784;738;594;490
0;13068;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;623,6;630;634;631;613;580
0;13062;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;608,9;589;674;633;560;553
0;13062;2014;FEMENINO;MUNICIPAL;REGION DEL BIOBIO;3;RATIFICADO;2DO. LLAMADO;587,2;585;655;631;491;504
0;13068;2014;FEMENINO;PARTICULAR PAGADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;635,25;594;731;686;576;553
0;13068;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;637,65;637;662;624;646;587
0;13068;2014;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;620,15;574;768;672;503;510
0;13068;2014;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;621,95;604;665;643;589;595
0;13073;2014;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;649,4;644;741;702;537;529
0;13064;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;644,9;589;750;680;589;609
0;13073;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION METROPOLITANA DE SANTIAGO;4;RATIFICADO;1ER. LLAMADO;637,85;640;662;618;669;553
0;13068;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DE LA ARAUCANIA;3;RATIFICADO;1ER. LLAMADO;635,55;651;641;624;613;619
0;13071;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DE LOS LAGOS;2;RATIFICADO;1ER. LLAMADO;622,85;659;659;620;537;539
0;13068;2014;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;672,15;651;794;672;554;619
0;13102;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;718,15;668;850;758;653;602
0;13072;2014;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;687,05;659;765;734;661;559
0;13075;2014;MASCULINO;PARTICULAR PAGADO;REGION DEL MAULE;1;RATIFICADO;1ER. LLAMADO;664,2;663;704;702;625;571
0;13064;2015;MASCULINO;DESCONOCIDO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;585,55;620;517;517;661;626
0;13064;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;563,2;656;494;494;508;598
0;13064;2015;FEMENINO;DESCONOCIDO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;576,95;521;650;626;582;509
0;13062;2015;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;655,9;697;699;651;539;587
0;13102;2015;MASCULINO;DESCONOCIDO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;703;673;846;657;646;605
0;13068;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;631,2;637;678;657;554;571
0;13071;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;5;RATIFICADO;1ER. LLAMADO;639,5;552;817;702;607;457
0;13062;2015;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;614,05;560;734;684;565;472
0;13073;2015;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;684,35;582;850;759;694;502
0;13064;2015;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;634,4;568;763;719;582;497
0;13070;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;671,9;614;850;701;589;510
0;13064;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL MAULE;1;RATIFICADO;1ER. LLAMADO;595,55;520;697;607;613;563
0;13064;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;588,4;536;696;672;484;534
0;13075;2015;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;657,45;659;766;717;537;472
0;13063;2015;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;616,3;659;585;585;565;669
0;13075;2015;FEMENINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;658,75;609;788;744;560;530
0;13069;2015;MASCULINO;DESCONOCIDO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;720,35;637;850;791;677;647
0;13068;2015;MASCULINO;DESCONOCIDO;REGION DE TARAPACA;3;RATIFICADO;1ER. LLAMADO;626,75;614;660;633;598;622
0;13068;2015;MASCULINO;MUNICIPAL;REGION DEL MAULE;1;RATIFICADO;1ER. LLAMADO;641;639;736;706;485;547
0;13069;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL MAULE;1;RATIFICADO;1ER. LLAMADO;684,35;712;708;690;591;660
0;13068;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;629,5;570;737;707;546;578
0;13063;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;601,3;626;589;589;574;605
0;13068;2015;FEMENINO;MUNICIPAL;REGION DEL MAULE;2;RATIFICADO;1ER. LLAMADO;634,05;609;688;667;607;578
0;13075;2015;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;667,2;582;850;742;574;536
0;13064;2015;MASCULINO;MUNICIPAL;REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;1;RATIFICADO;1ER. LLAMADO;566;532;587;550;607;595
0;13071;2015;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;706,15;668;792;740;669;630
0;13068;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;629,4;648;631;629;574;644
0;13068;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;626,45;673;616;616;560;605
0;13062;2015;FEMENINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;624,3;561;730;676;607;530
0;13071;2015;MASCULINO;MUNICIPAL;REGION DEL MAULE;1;RATIFICADO;1ER. LLAMADO;683,5;668;705;688;729;609
0;13068;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;625,55;630;658;629;560;622
0;13064;2015;FEMENINO;PARTICULAR PAGADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;666,5;639;757;734;568;583
0;13071;2015;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;643,9;668;643;643;582;656
0;13074;2015;FEMENINO;PARTICULAR PAGADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;671,2;679;629;629;729;726
0;13064;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;582,7;668;515;515;552;601
0;13068;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;668,85;614;807;760;582;509
0;13062;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL MAULE;2;RATIFICADO;1ER. LLAMADO;604,65;639;612;589;525;609
0;13068;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;1;RATIFICADO;1ER. LLAMADO;639,55;602;761;678;512;601
0;13074;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;671,15;630;742;702;669;595
0;13102;2015;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;679,1;630;744;717;669;647
0;13062;2015;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;638,8;597;713;678;568;647
0;13062;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;6;RATIFICADO;1ER. LLAMADO;604,75;578;666;649;552;558
0;13062;2015;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;677,2;597;820;715;646;591
0;13068;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;655,1;614;747;715;574;601
0;13068;2015;FEMENINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;634,1;582;748;702;560;541
0;13066;2015;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;651,95;565;850;674;552;578
0;13074;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;671,1;663;723;659;657;609
0;13070;2015;MASCULINO;DESCONOCIDO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;682,6;594;850;768;574;609
0;13062;2015;FEMENINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;619,2;532;766;717;525;552
0;13102;2015;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;683,95;605;826;736;626;614
0;13076;2015;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;724,95;685;850;785;607;639
0;13075;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;659,95;585;850;711;539;552
0;13068;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION METROPOLITANA DE SANTIAGO;3;RATIFICADO;1ER. LLAMADO;623,6;602;671;631;646;536
0;13075;2015;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;651,3;573;756;694;657;591
0;13064;2015;MASCULINO;DESCONOCIDO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;588,15;521;729;676;485;494
0;13068;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;637,05;635;677;627;598;618
0;13066;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;662,85;644;680;667;710;609
0;13068;2015;MASCULINO;PARTICULAR PAGADO;REGION DE ANTOFAGASTA;3;RATIFICADO;1ER. LLAMADO;636,45;622;690;629;616;595
0;13071;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;638,75;552;811;676;582;541
0;13102;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DE LA ARAUCANIA;3;RATIFICADO;1ER. LLAMADO;714,85;644;831;775;669;651
0;13063;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;6;RATIFICADO;1ER. LLAMADO;593,3;648;575;575;498;618
0;13069;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;748,9;775;770;742;669;735
0;13073;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;4;RATIFICADO;1ER. LLAMADO;644;552;835;702;607;457
0;13062;2016;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;640,25;573;717;672;657;611
0;13063;2016;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;605,5;639;548;548;681;605
0;13073;2016;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;643,1;668;641;641;582;656
0;13063;2016;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DE VALPARAISO;1;RATIFICADO;1ER. LLAMADO;590,15;569;595;595;634;579
0;13071;2016;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;638,5;603;701;652;634;593
0;13102;2016;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;664,15;641;645;637;746;711
0;13068;2016;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;626,75;558;715;662;634;583
0;13102;2016;FEMENINO;MUNICIPAL;REGION DE LA ARAUCANIA;2;RATIFICADO;1ER. LLAMADO;673,4;624;763;734;645;574
0;13062;2016;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;638,2;662;601;599;668;662
0;13063;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;610,35;589;701;667;480;569
0;13068;2016;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;628;532;745;703;634;550
0;13064;2016;MASCULINO;DESCONOCIDO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;565,9;516;662;589;529;521
0;13063;2016;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;603,55;658;575;575;551;606
0;13064;2016;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;4;RATIFICADO;1ER. LLAMADO;566;603;546;539;486;647
0;13068;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DE LA ARAUCANIA;2;RATIFICADO;1ER. LLAMADO;658,7;641;704;682;615;638
0;13068;2016;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;645;646;720;667;559;550
0;13075;2016;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;674,75;616;766;729;624;647
0;13068;2016;MASCULINO;PARTICULAR PAGADO;REGION DE LA ARAUCANIA;2;RATIFICADO;1ER. LLAMADO;624,75;677;583;579;582;679
